gid,barrio,plaza,nro_piq,calle,altura,artefacto,lampara,potencia,soporte,columna,tulipa,portaeq,lng,lat
629,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,38,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.232.726.936.759.000,-274.660.091.021.375.000
630,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,39,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.232.781.953.330.000,-274.660.051.570.904.000
631,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,40,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.233.451.434.397.000,-274.659.490.345.627.000
632,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,41,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.231.374.016.008.000,-274.660.583.696.969.000
633,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,42,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.231.148.543.007.000,-274.660.656.618.969.000
641,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,49,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.233.796.061.938.000,-274.664.382.198.421.000
642,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,50,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.233.865.587.727.000,-27.466.437.999.344.400
649,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,57,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.230.520.779.375.000,-274.662.976.147.512.000
650,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,58,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.230.231.562.024.000,-274.662.057.550.651.000
651,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,59,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.229.662.431.003.000,-274.661.850.201.969.000
652,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,60,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.229.690.092.004.000,-274.661.716.929.969.000
653,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,61,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.229.479.706.003.000,-274.662.052.205.969.000
654,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,62,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-58.822.939.253.400.300,-274.662.113.393.969.000
655,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,63,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.229.307.877.002.000,-274.663.007.742.968.000
656,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,64,,,FAROLA GLOBO,LED,45,COLUMNA,ACERO,SI,SIN ESPECIFICAR,-588.229.326.317.002.000,-274.663.032.888.969.000
666,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,74,,,FAROLA GLOBO,LED,45,BRACITO,SIN DATO,SI,SIN ESPECIFICAR,-588.228.542.615.571.000,-274.663.481.941.948.000
667,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,75,,,FAROLA GLOBO,LED,45,BRACITO,SIN DATO,SI,SIN ESPECIFICAR,-588.229.489.764.003.000,-274.662.834.237.969.000
668,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,76,,,FAROLA GLOBO,LED,45,BRACITO,SIN DATO,SI,SIN ESPECIFICAR,-588.230.561.057.472.000,-274.662.938.962.154.000
669,LA ROSADA,PLAZA GDOR. DR. BENJAMIN S. GONZALEZ,77,,,FAROLA GLOBO,LED,45,BRACITO,SIN DATO,SI,SIN ESPECIFICAR,-588.230.114.216.004.000,-27.466.278.897.596.900
10737,CACIQUE CANINDEYU,,98,CALLE N° 11,,MERIZA 56,LED,150,BRAZO,ACERO,SI,NO,-588.245.111.987.569.000,-274.909.404.249.506.000
10738,CACIQUE CANINDEYU,,70,S/N,,FAROLA CHINA,LED,150,BRAZO,ACERO,SI,NO,-588.247.822.948.552.000,-274.909.622.674.912.000
888,CIUDAD DE ESTEPA,,129,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.335.531.613.702.000,-274.942.811.211.041.000
10739,CACIQUE CANINDEYU,,69,S/N,,FAROLA CHINA,LED,150,BRAZO,ACERO,SI,NO,-588.249.444.220.492.000,-274.909.220.866.142.000
10740,CACIQUE CANINDEYU,,68,S/N,,FAROLA CHINA,LED,150,BRAZO,ACERO,SI,NO,-588.249.784.970.898.000,-274.915.847.290.079.000
10741,CACIQUE CANINDEYU,,67,S/N,,FAROLA CHINA,LED,150,BRAZO,ACERO,SI,NO,-588.248.708.453.176.000,-274.908.823.595.227.000
10749,CACIQUE CANINDEYU,,63,SANTA CRUZ,2168,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.250.563.747.244.000,-274.907.030.616.585.000
10750,CACIQUE CANINDEYU,,66,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.250.932.620.326.000,-274.908.426.875.528.000
10751,CACIQUE CANINDEYU,,78,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.251.769.609.994.000,-274.912.197.876.261.000
10752,CACIQUE CANINDEYU,,81,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,NO,-58.825.249.932.125.900,-274.915.748.000.632.000
10756,CACIQUE CANINDEYU,,61,SANTA CRUZ,2142,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.253.254.821.748.000,-274.906.540.070.469.000
884,CIUDAD DE ESTEPA,,134,S/N,,FAROLA GLOBO,LED,150,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.330.260.162.413.000,-274.939.325.402.444.000
889,CIUDAD DE ESTEPA,,158,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.332.464.587.473.000,-274.944.043.994.328.000
147579,SAN BENITO,,2,LAVALLE,500,PHILLIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.453.353.798.754.000,-274.760.395.961.159.000
147588,SAN MARTIN,,2,LAVALLE,600,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-58.843.276.632.093.900,-274.763.134.766.954.000
10758,CACIQUE CANINDEYU,,59,SANTA CRUZ,2105,AL400,LED,250,PESCANTE,PM,SI,NO,-588.257.919.525.238.000,-27.490.601.729.078.800
4003,APIPE,,66,CALLE Nº41,150,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.827.069.942.477.000,-274.598.983.672.413.000
4004,APIPE,,65,CALLE Nº41,110,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.827.882.502.200.000,-274.602.359.269.943.000
903,CIUDAD DE ESTEPA,,163,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.336.106.681.051.000,-274.951.865.759.758.000
4005,APIPE,,64,CALLE Nº41,98,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.828.877.383.814.000,-274.606.325.947.050.000
4006,APIPE,,63,CALLE Nº41,10,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.829.265.634.500.000,-274.609.655.729.140.000
4007,APIPE,,70,PEDRO COLODRERO,10,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.835.501.309.142.000,-274.609.204.936.478.000
4008,APIPE,,71,PEDRO COLODRERO,90,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.834.790.050.193.000,-274.605.198.634.990.000
4009,APIPE,,72,PEDRO COLODRERO,110,AL400,LED,150,JIRAFA,ACERO,SI,NO,-587.834.396.699.739.000,-274.602.331.977.509.000
4010,APIPE,,73,PEDRO COLODRERO,150,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.833.968.632.985.000,-27.459.832.814.919.400
912,CIUDAD DE ESTEPA,,175,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.324.988.711.199.000,-274.954.671.379.505.000
4011,APIPE,,74,PEDRO COLODRERO,190,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.833.342.997.429.000,-274.595.122.612.464.000
4012,APIPE,,75,PEDRO COLODRERO,210,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.832.950.577.704.000,-274.592.171.750.078.000
4013,APIPE,,76,PEDRO COLODRERO,250,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.832.283.760.005.000,-274.588.418.472.325.000
4014,APIPE,,77,PEDRO COLODRERO,290,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.831.565.126.777.000,-274.585.085.803.503.000
4015,APIPE,,89,JOAQUIN SHERIDAN,39,AL400,LED,150,JIRAFA,ACERO,NO,SI,-58.783.625.920.825.600,-274.574.558.149.157.000
4016,APIPE,,88,JOAQUIN SHERIDAN,350,AL400,LED,150,JIRAFA,ACERO,SI,NO,-58.783.684.041.883.700,-274.577.510.660.146.000
4017,APIPE,,87,JOAQUIN SHERIDAN,302,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.837.508.171.072.000,-274.581.179.732.224.000
4018,APIPE,,85,JOAQUIN SHERIDAN,20,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.838.708.102.218.000,-274.587.969.310.616.000
922,CIUDAD DE ESTEPA,,137,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.323.455.198.137.000,-274.944.681.640.339.000
4019,APIPE,,84,JOAQUIN SHERIDAN,204,AL400,LED,150,JIRAFA,ACERO,SI,NO,-58.783.933.144.028.100,-274.591.385.356.504.000
4021,APIPE,,82,JOAQUIN SHERIDAN,150,AL400,LED,150,JIRAFA,ACERO,SI,NO,-587.841.061.159.173.000,-274.597.896.883.484.000
4022,APIPE,,81,JOAQUIN SHERIDAN,10,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.841.065.425.423.000,-274.601.127.030.008.000
4023,APIPE,,80,JOAQUIN SHERIDAN,90,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.841.542.102.128.000,-274.605.004.962.400.000
4024,APIPE,,79,JOAQUIN SHERIDAN,50,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.841.938.705.240.000,-274.607.576.903.204.000
147580,sin barrio,,1,LAVALLE,100000,PHILIP,LED,500,,,,,-588.123.490.815.741.000,-27.554.374.328.633.600
4025,APIPE,,78,JOAQUIN SHERIDAN,10,AL400,LED,150,JIRAFA,ACERO,SI,NO,-587.842.428.320.208.000,-274.610.275.974.435.000
4026,APIPE,,90,BENAVIDEZ,9,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.848.330.787.465.000,-274.610.610.479.338.000
4027,APIPE,,91,BENAVIDEZ,49,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.847.739.073.550.000,-274.607.122.693.345.000
4028,APIPE,,92,BENAVIDEZ,89,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.847.640.309.755.000,-274.604.173.958.557.000
4029,APIPE,,93,BENAVIDEZ,109,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.846.928.547.434.000,-27.460.020.976.384.800
4030,APIPE,,94,BENAVIDEZ,149,AL400,LED,150,JIRAFA,ACERO,NO,NO,-58.784.604.846.227.200,-274.597.259.324.719.000
4031,APIPE,,95,BENAVIDEZ,189,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.845.959.924.443.000,-27.459.384.327.294.900
4032,APIPE,,96,BENAVIDEZ,209,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.845.199.590.899.000,-274.590.004.971.861.000
4033,APIPE,,97,BENAVIDEZ,249,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.844.806.678.949.000,-274.587.096.213.823.000
4034,APIPE,,98,BENAVIDEZ,289,AL400,LED,150,JIRAFA,ACERO,SI,NO,-587.844.321.222.117.000,-274.584.018.223.012.000
4035,APIPE,,99,BENAVIDEZ,309,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.843.511.855.717.000,-274.580.347.917.701.000
1010,CIUDAD DE ESTEPA,,216,S/N,,FAROLA GLOBO,LED,150,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.310.084.994.250.000,-274.942.505.796.426.000
1014,CIUDAD DE ESTEPA,,220,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.312.049.694.561.000,-274.948.507.508.578.000
1015,CIUDAD DE ESTEPA,,215,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.310.420.336.956.000,-274.948.762.566.025.000
1018,CIUDAD DE ESTEPA,,229,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-58.831.746.491.267.900,-274.949.867.814.109.000
1019,CIUDAD DE ESTEPA,,230,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.319.046.348.066.000,-274.949.697.776.032.000
1011,CIUDAD DE ESTEPA,,181,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-5.883.178.962.131.920,-274.945.234.266.579.000
1012,CIUDAD DE ESTEPA,,226,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.315.260.487.584.000,-274.946.594.576.075.000
1013,CIUDAD DE ESTEPA,,227,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.313.966.585.908.000,-274.948.209.941.490.000
927,CIUDAD DE ESTEPA,,51,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,SI,-58.832.010.063.820.600,-274.929.505.565.265.000
928,CIUDAD DE ESTEPA,,39,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.323.694.809.569.000,-274.928.485.317.420.000
929,CIUDAD DE ESTEPA,,38,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.323.263.508.993.000,-2.749.265.298.397.320
930,CIUDAD DE ESTEPA,,36,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-58.832.288.013.067.200,-274.924.531.848.104.000
931,CIUDAD DE ESTEPA,,32,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,SI,-588.318.615.047.461.000,-274.924.786.911.012.000
932,CIUDAD DE ESTEPA,,33,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.320.850.298.324.000,-274.923.109.700.344.000
4036,APIPE,,100,BENAVIDEZ,349,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.842.624.974.558.000,-27.457.696.976.039.500
1020,CIUDAD DE ESTEPA,,231,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.319.285.959.426.000,-274.951.228.117.968.000
1022,CIUDAD DE ESTEPA,,233,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.316.075.166.390.000,-274.951.780.740.869.000
4037,APIPE,,101,BENAVIDEZ,389,AL400,LED,150,JIRAFA,ACERO,NO,SI,-58.784.277.970.919.000,-274.573.941.381.538.000
1025,CIUDAD DE ESTEPA,,213,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.311.522.549.436.000,-274.954.458.832.772.000
4041,APIPE,,104,BADAJOS,289,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.850.849.160.473.000,-27.458.272.778.422.000
4048,APIPE,,112,GUADALAJARA,390,AL400,LED,150,JIRAFA,ACERO,SI,SI,-5.878.561.126.363.230,-274.571.910.281.077.000
1031,CIUDAD DE ESTEPA,,239,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.318.998.425.723.000,-274.960.622.670.344.000
4051,APIPE,,124,MADRID,310,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.863.514.341.490.000,-274.577.027.547.526.000
4055,APIPE,,120,MADRID,190,MERIZA 52,LED,150,JIRAFA,ACERO,NO,SI,-587.866.424.941.431.000,-274.591.411.134.475.000
4056,APIPE,,119,MADRID,150,MERIZA 52,LED,150,JIRAFA,ACERO,NO,NO,-587.867.091.415.898.000,-274.595.206.501.747.000
4057,APIPE,,118,MADRID,110,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.867.721.758.939.000,-274.597.991.004.328.000
4058,APIPE,,117,MADRID,90,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.866.706.641.421.000,-274.600.171.684.705.000
4060,APIPE,,116,MADRID,75,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.868.343.347.753.000,-274.601.575.448.688.000
4061,APIPE,,115,MADRID,40,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.868.884.371.125.000,-274.603.896.004.072.000
4062,APIPE,,114,MADRID,20,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.869.422.631.351.000,-274.606.469.172.520.000
4064,APIPE,,127,MURCIA,9,MERIZA 52,LED,150,JIRAFA,ACERO,NO,SI,-587.876.162.474.722.000,-27.460.710.394.175.100
1085,CIUDAD DE ESTEPA,,254,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.338.951.393.370.000,-274.968.300.189.451.000
1023,CIUDAD DE ESTEPA,,234,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.316.136.348.287.000,-274.953.743.912.447.000
1026,CIUDAD DE ESTEPA,,223,S/N,,AL400,LED,250,JIRAFA,ACERO,SI,NO,-588.314.493.731.111.000,-27.495.624.422.378.700
1221,DR NICOLINI,,95,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,SI,SI,-58.828.741.806.159.600,-274.960.609.021.537.000
1222,DR NICOLINI,,83,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,NO,SI,-588.285.959.054.102.000,-274.955.028.413.088.000
1223,DR NICOLINI,,81,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,SI,SI,-588.285.789.841.250.000,-274.952.837.280.527.000
1224,DR NICOLINI,,80,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,NO,SI,-588.285.660.617.400.000,-274.950.934.456.609.000
1225,DR NICOLINI,,72,2 DE abril,3198,AL400,LED,150,JIRAFA,ACERO,NO,SI,-588.284.988.653.481.000,-274.948.894.075.441.000
147589,SAN MARTIN,,3,LAVALLE,76,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.435.448.136.956.000,-274.762.766.037.584.000
4065,APIPE,,128,MURCIA,25,MERIZA 52,LED,150,JIRAFA,ACERO,NO,SI,-587.875.868.259.133.000,-27.460.408.314.018.700
4067,APIPE,,130,MURCIA,75,MERIZA 52,LED,150,JIRAFA,ACERO,NO,SI,-587.875.424.380.113.000,-274.601.510.795.507.000
4068,APIPE,,131,MURCIA,93,MERIZA 52,LED,150,JIRAFA,ACERO,NO,NO,-587.874.683.189.910.000,-27.459.956.578.570.400
147581,SAN BENITO,,3,LAVALLE,500,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.449.061.007.658.000,-274.760.871.741.992.000
4069,APIPE,,132,MURCIA,110,MERIZA 52,LED,150,JIRAFA,ACERO,SI,NO,-587.874.907.758.157.000,-274.596.958.824.183.000
4070,APIPE,,133,MURCIA,148,MERIZA 56,LED,150,BRAZO,H°A°,SI,SI,-587.874.510.159.620.000,-274.594.471.094.484.000
4071,APIPE,,134,MURCIA,150,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.874.065.365.381.000,-274.591.982.953.709
147590,SAN MARTIN,,4,LAVALLE,600,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.443.694.721.209.000,-274.760.410.924.499.000
4073,APIPE,,136,MURCIA,190,MERIZA 52,LED,150,JIRAFA,ACERO,NO,NO,-587.873.437.773.189.000,-274.588.945.839.981.000
4074,APIPE,,137,MURCIA,210,MERIZA 52,LED,150,JIRAFA,ACERO,SI,NO,-58.787.323.104.131.000,-274.586.270.293.585.000
4076,APIPE,,139,MURCIA,250,MERIZA 52,LED,150,JIRAFA,ACERO,SI,NO,-587.872.529.894.441.000,-27.458.348.517.634.500
157286,VILLA CELIA,,5,ECUADOR,3700,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.053.244.352.338.000,-274.739.576.250.995.000
4077,APIPE,,140,MURCIA,290,MERIZA 52,LED,150,JIRAFA,ACERO,SI,NO,-587.871.951.810.736.000,-274.580.237.961.686.000
4078,APIPE,,141,MURCIA,310,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.870.940.797.409.000,-274.575.576.417.295.000
4079,APIPE,,142,MURCIA,350,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.870.635.763.412.000,-274.573.257.917.250.000
4080,APIPE,,143,MURCIA,390,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.869.817.099.955.000,-274.570.429.668.816.000
1308,CRISTOBAL COLON,,40,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.281.690.019.897.000,-27.497.861.872.981.200
1309,CRISTOBAL COLON,,17,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.285.323.955.802.000,-274.978.155.699.409.000
1316,CRISTOBAL COLON,,38,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.292.049.748.722.000,-274.977.639.242.212.000
1226,DR NICOLINI,,71,2 DE abril,3150,AL400,LED,150,JIRAFA,ACERO,SI,SI,-58.828.447.175.819.600,-274.946.028.365.133.000
1227,DR NICOLINI,,70,2 DE abril,3102,AL400,LED,150,JIRAFA,ACERO,SI,SI,-588.283.980.707.569.000,-274.943.185.573.161.000
1273,DR NICOLINI,,28,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,SI,SI,-588.280.931.025.101.000,-274.926.564.263.355.000
1274,DR NICOLINI,,35,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,SI,SI,-588.281.602.988.984.000,-274.929.017.355.193.000
1275,DR NICOLINI,,39,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,SI,NO,-588.281.835.591.969.000,-274.931.745.553.705.000
1276,DR NICOLINI,,38,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,SI,SI,-588.282.249.108.199.000,-274.934.015.226.371.000
1277,DR NICOLINI,,37,2 DE abril,,AL400,LED,150,JIRAFA,ACERO,NO,SI,-588.282.714.313.958.000,-274.936.307.820.174.000
4081,APIPE,,160,VENECIA,389,MERIZA 52,LED,150,JIRAFA,ACERO,NO,SI,-587.876.725.266.276.000,-27.456.888.977.978.000
154582,LAS ROSAS,,19,FRAGATA SARMIENTO,2950,PHILIPS,LED,76,R8,,,,-588.173.273.205.754.000,-27.493.963.542.629.900
1317,CRISTOBAL COLON,,37,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.292.451.288.533.000,-274.980.185.908.031.000
1324,CRISTOBAL COLON,,33,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.289.178.738.536.000,-274.980.631.128.767.000
1325,CRISTOBAL COLON,,31,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.288.837.429.721.000,-274.978.013.228.505.000
1326,CRISTOBAL COLON,,32,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.290.584.128.160.000,-27.497.908.175.999.400
1332,CRISTOBAL COLON,,54,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.283.552.040.704.000,-274.987.329.198.041.000
1333,CRISTOBAL COLON,,42,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.282.131.713.803.000,-274.982.020.216.192.000
1334,CRISTOBAL COLON,,43,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.285.805.803.618.000,-274.981.485.951.974.000
1335,CRISTOBAL COLON,,7,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.296.306.071.367.000,-274.976.481.664.832.000
1346,CRISTOBAL COLON,,49,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.300.984.010.914.000,-274.985.795.675.709.000
1349,CRISTOBAL COLON,,28,S/N,,FAROLA GLOBO,LED,45,FAROLA,ACERO,SI,SIN ESPECIFICAR,-588.296.928.458.130.000,-274.979.990.010.924.000
1350,CRISTOBAL COLON,,44,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.276.811.310.423.000,-274.980.969.496.359.000
1621,MALVINAS ARGENTINAS,,12,BARILOCHE,,AL400,LED,250,SIN ESPECIFICAR,H°A°,NO,SI,-588.272.441.046.611.000,-274.928.553.987.810.000
147578,SAN BENITO,,1,LAVALLE,500,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.451.086.668.456.000,-27.476.066.953.516.300
1632,MALVINAS ARGENTINAS,,32,GUALEGUAYCHU,,AL400,LED,250,SIN ESPECIFICAR,H°A°,SI,SI,-588.270.358.842.210.000,-274.937.210.108.434.000
1633,MALVINAS ARGENTINAS,,31,GUALEGUAYCHU,,AL400,LED,250,SIN ESPECIFICAR,H°A°,SI,SI,-588.270.971.151.861.000,-274.936.096.770.178.000
1634,MALVINAS ARGENTINAS,,44,FORMOSA,,AL400,LED,250,SIN ESPECIFICAR,H°A°,SI,SI,-588.265.739.689.943.000,-274.923.854.213.616.000
4082,APIPE,,159,VENECIA,349,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.877.068.298.388.000,-274.572.050.734.729.000
4083,APIPE,,158,VENECIA,309,MERIZA 52,LED,150,JIRAFA,ACERO,NO,SI,-587.877.366.438.076.000,-274.575.000.767.496.000
125675,,,,,,,SIN ESPECIFICAR,,,,,,-588.162.041.455.505.000,-275.235.923.286.527.000
23904,APIPE,,8108,EVA PERON,,,LED,,,,,,-58.784.124.978.426.000,-274.612.293.600.233.000
1637,MALVINAS ARGENTINAS,,60,COSQUIN,,AL400,LED,250,SIN ESPECIFICAR,H°A°,SI,SI,-58.826.922.882.494.900,-274.940.784.512.534.000
4084,APIPE,,157,VENECIA,289,MERIZA 52,LED,150,JIRAFA,ACERO,SI,NO,-587.878.270.307.640.000,-274.578.671.878.468.000
4085,APIPE,,156,VENECIA,249,MERIZA 52,LED,150,JIRAFA,ACERO,SI,NO,-587.878.896.757.339.000,-274.581.814.246.302.000
4086,APIPE,,155,VENECIA,209,MERIZA 52,LED,150,JIRAFA,ACERO,SI,SI,-587.879.473.250.584.000,-274.585.208.816.536.000
4087,APIPE,,154,VENECIA,197,MERIZA 52,LED,150,JIRAFA,ACERO,NO,NO,-587.879.848.870.831.000,-274.587.548.982.185.000
146629,SAN BENITO,,27,JORGE M. ROMERO,470,AL400,LED,150,JIRAFA DOBLE,ACERO,SI,SI,-588.478.132.628.882.000,-274.839.471.071.749.000
147591,SAN MARTIN,,5,LAVALLE,600,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.441.146.995.993.000,-274.762.004.789.461.000
